key,collection_date,Air Temperature [p:1945],Dissolved Oxygen [p:1523],Dissolved Oxygen [p:1944],Turbidity [p:1946],Water Temperature [p:1521],pH [p:1522],latitude,longitude,owner_id,owner_first_name,owner_last_name,certified,certifier_id,certifier_first_name,certifier_last_name,dataset_id,dataset_name,dataset_key,station_id,station_name
be048d295d44b12880a1afbddef67a48,2015-10-08,62.8,2.9,27.4,13.0,50.6,6.6,42.846577,-78.806891,1216,Water Reporter,Team,True,1216,Water Reporter,Team,1000,Day in the Life Data Sheet,1080500464c055ab,Cazenovia Park (Site #5),Cazenovia Park (Site #5)
edafca319ec34267c990734f69b49da3,2015-10-08,55.0,,,,41.5,7.2,42.867383,-78.790555,1216,Water Reporter,Team,True,1216,Water Reporter,Team,1000,Day in the Life Data Sheet,1080500464c055ab,Harlem Road DEC Fishing Access (Site #6),Harlem Road DEC Fishing Access (Site #6)
2375c472ac33d6a11aef3e52c7a614c5,2015-10-08,58.0,8.0,80.0,,66.0,7.5,42.854744,-78.752999,1216,Water Reporter,Team,True,1216,Water Reporter,Team,1000,Day in the Life Data Sheet,1080500464c055ab,Site #7  Burchfield Nature Center,Site #7  Burchfield Nature Center
ef8467c6cab4ae554a8912e91a7c2eed,2015-10-08,72.0,,,5.5,64.0,,42.884208,-78.890587,1216,Water Reporter,Team,True,1216,Water Reporter,Team,1000,Day in the Life Data Sheet,1080500464c055ab,Erie Basin Marina (Site #1),Erie Basin Marina (Site #1)
24d982b797660058eba2b286e32732a4,2015-10-08,60.0,4.0,40.0,,61.0,7.0,42.829578,-78.744338,1216,Water Reporter,Team,True,1216,Water Reporter,Team,1000,Day in the Life Data Sheet,1080500464c055ab,Mill Road Park (Site #8),Mill Road Park (Site #8)
0305b53e9993716df0002b90a88b0c76,2015-10-08,59.0,3.5,,12.0,54.0,9.0,42.851243,-78.636739,1216,Water Reporter,Team,True,1216,Water Reporter,Team,1000,Day in the Life Data Sheet,1080500464c055ab,Borden Road Access (Site #10),Borden Road Access (Site #10)
485b0c2ab786471c87170e2cba47fb8c,2015-10-08,65.0,6.0,,7.0,60.0,6.5,42.889825,-78.642776,1216,Water Reporter,Team,True,1216,Water Reporter,Team,1000,Day in the Life Data Sheet,1080500464c055ab,Bowen Grove (Site #12),Bowen Grove (Site #12)
b7ed6114840f41b9e36e7336f5037077,2015-10-08,56.0,5.0,50.0,4.0,52.0,7.5,42.675992,-78.379317,1216,Water Reporter,Team,True,1216,Water Reporter,Team,1000,Day in the Life Data Sheet,1080500464c055ab,Beaver Meadow Audubon Center (Site #15),Beaver Meadow Audubon Center (Site #15)
